,GEO_ID,STATE,state,LSAD,CENSUSAREA,fips,cases,deaths,dtc100,population,deaths100k,date
215,0400000US25,25,Massachusetts,,7800.058,25,25475,756,2.9676153091265944,6949503,10.878475770137806,2020-04-12
216,0400000US25,25,Massachusetts,,7800.058,25,26867,844,3.141400230766368,6949503,12.14475337301099,2020-04-13
217,0400000US25,25,Massachusetts,,7800.058,25,28163,957,3.3980754891169265,6949503,13.770768931245875,2020-04-14
218,0400000US25,25,Massachusetts,,7800.058,25,29918,1108,3.7034561133765616,6949503,15.943586181630542,2020-04-15
219,0400000US25,25,Massachusetts,,7800.058,25,32181,1245,3.8687424256548897,6949503,17.91495017701266,2020-04-16
220,0400000US25,25,Massachusetts,,7800.058,25,34402,1404,4.0811580722051035,6949503,20.20288357311307,2020-04-17
221,0400000US25,25,Massachusetts,,7800.058,25,36372,1560,4.289013526888817,6949503,22.44764841457008,2020-04-18
222,0400000US25,25,Massachusetts,,7800.058,25,38077,1706,4.4803949891010335,6949503,24.54851807388241,2020-04-19
223,0400000US25,25,Massachusetts,,7800.058,25,39643,1809,4.563226799182705,6949503,26.03063844997261,2020-04-20
224,0400000US25,25,Massachusetts,,7800.058,25,41199,1961,4.759824267579309,6949503,28.21784521857175,2020-04-21
225,0400000US25,25,Massachusetts,,7800.058,25,42944,2182,5.081035767511176,6949503,31.397928743969175,2020-04-22
226,0400000US25,25,Massachusetts,,7800.058,25,46023,2360,5.127870847185103,6949503,33.95926298614448,2020-04-23
227,0400000US25,25,Massachusetts,,7800.058,25,50969,2556,5.014812925503739,6949503,36.77960855618021,2020-04-24
228,0400000US25,25,Massachusetts,,7800.058,25,53348,2730,5.117342730749044,6949503,39.28338472549763,2020-04-25
229,0400000US25,25,Massachusetts,,7800.058,25,54938,2899,5.276857548509228,6949503,41.71521330374273,2020-04-26
230,0400000US25,25,Massachusetts,,7800.058,25,56462,3003,5.318621373667246,6949503,43.2117231980474,2020-04-27
231,0400000US25,25,Massachusetts,,7800.058,25,58302,3153,5.408047751363589,6949503,45.3701509302176,2020-04-28
232,0400000US25,25,Massachusetts,,7800.058,25,60265,3405,5.6500456317929135,6949503,48.99630952026353,2020-04-29
233,0400000US25,25,Massachusetts,,7800.058,25,62205,3562,5.726227795193312,6949503,51.25546387993501,2020-04-30
234,0400000US25,25,Massachusetts,,7800.058,25,64311,3716,5.778171696910326,6949503,53.471449684963076,2020-05-01
235,0400000US25,25,Massachusetts,,7800.058,25,66263,3846,5.804144092479966,6949503,55.34208705284394,2020-05-02
236,0400000US25,25,Massachusetts,,7800.058,25,68087,4004,5.880711442712999,6949503,57.615630930729864,2020-05-03
237,0400000US25,25,Massachusetts,,7800.058,25,69087,4090,5.920071793535688,6949503,58.85312949717412,2020-05-04
238,0400000US25,25,Massachusetts,,7800.058,25,70271,4212,5.993937755261773,6949503,60.60865071933922,2020-05-05
239,0400000US25,25,Massachusetts,,7800.058,25,72025,4420,6.136758070114543,6949503,63.60167050794856,2020-05-06
240,0400000US25,25,Massachusetts,,7800.058,25,73721,4552,6.174631380475034,6949503,65.50108691225833,2020-05-07
241,0400000US25,25,Massachusetts,,7800.058,25,75333,4702,6.241620538143973,6949503,67.65951464442853,2020-05-08
242,0400000US25,25,Massachusetts,,7800.058,25,76743,4840,6.30676413483966,6949503,69.64526815802512,2020-05-09
243,0400000US25,25,Massachusetts,,7800.058,25,77793,4979,6.400318794750169,6949503,71.64541118983617,2020-05-10
244,0400000US25,25,Massachusetts,,7800.058,25,78462,5108,6.510157783385588,6949503,73.50165903950254,2020-05-11
245,0400000US25,25,Massachusetts,,7800.058,25,79332,5141,6.480361014470831,6949503,73.97651314057998,2020-05-12
246,0400000US25,25,Massachusetts,,7800.058,25,80497,5315,6.602730536541735,6949503,76.48028930989743,2020-05-13
247,0400000US25,25,Massachusetts,,7800.058,25,82182,5482,6.670560463361807,6949503,78.88333885171356,2020-05-14
248,0400000US25,25,Massachusetts,,7800.058,25,83421,5592,6.703348077822131,6949503,80.46618585530506,2020-05-15
249,0400000US25,25,Massachusetts,,7800.058,25,84933,5705,6.717059329118245,6949503,82.09220141353994,2020-05-16
250,0400000US25,25,Massachusetts,,7800.058,25,86010,5797,6.739913963492618,6949503,83.41603708927099,2020-05-17
251,0400000US25,25,Massachusetts,,7800.058,25,87052,5862,6.733906171024215,6949503,84.35135577321141,2020-05-18
252,0400000US25,25,Massachusetts,,7800.058,25,87925,5938,6.7534830821723055,6949503,85.44495915751097,2020-05-19
253,0400000US25,25,Massachusetts,,7800.058,25,88970,6066,6.818028548949084,6949503,87.28681748896288,2020-05-20
254,0400000US25,25,Massachusetts,,7800.058,25,90084,6148,6.8247413525154315,6949503,88.46675798254925,2020-05-21
255,0400000US25,25,Massachusetts,,7800.058,25,90889,6228,6.852314361473884,6949503,89.61791943970671,2020-05-22
256,0400000US25,25,Massachusetts,,7800.058,25,91662,6304,6.877441033361699,6949503,90.7115228240063,2020-05-23
